order_id,order_day,delivery_day,product,supplier,order_qty
225,63,79,B형,S1,1478
226,63,73,D형,S3,784
227,63,71,C형,S1,353
228,63,73,A형,S2,1257
229,63,83,B형,S3,1491
230,63,77,B형,S3,1019
231,63,77,A형,S1,1462
232,64,75,A형,S1,435
233,64,76,B형,S2,332
234,64,79,A형,S2,1600
235,64,76,A형,S1,1588
236,65,74,C형,S1,1050
237,65,76,D형,S3,996
238,65,76,B형,S2,943
239,65,77,B형,S1,479
240,66,81,C형,S2,1441
241,66,75,C형,S1,794
242,66,83,C형,S3,1516
243,66,74,A형,S1,911
244,66,79,D형,S1,1705
245,67,77,A형,S1,1701
246,67,81,A형,S1,1631
247,67,80,B형,S3,574
248,67,80,B형,S1,1354
249,67,81,C형,S1,1519
250,68,88,A형,S3,1456
251,68,79,D형,S1,1764
252,68,78,B형,S2,356
253,68,85,C형,S3,1330
254,69,84,B형,S3,1413
255,69,83,A형,S1,746
256,70,82,A형,S1,546
257,70,82,B형,S1,1152
258,70,84,B형,S2,552
259,70,80,B형,S1,1196
260,70,78,A형,S1,284
261,70,82,A형,S1,820
262,70,80,B형,S1,823
263,71,88,A형,S2,1480
264,71,85,D형,S1,88
265,72,82,A형,S1,758
266,73,91,D형,S1,1331
267,73,85,D형,S1,1018
268,73,85,B형,S1,1508
269,73,89,C형,S1,1744
270,73,87,B형,S2,1562
271,73,86,B형,S1,701
272,73,86,C형,S2,301
273,73,87,C형,S1,220
274,74,84,A형,S1,1300
275,74,86,D형,S1,295
276,74,86,A형,S3,1684
277,74,87,A형,S1,1178
278,74,85,B형,S1,120
279,75,92,A형,S3,1593
280,75,86,B형,S1,427
281,75,92,B형,S1,1985
282,75,86,B형,S1,572
283,76,93,D형,S3,1122
284,76,89,D형,S1,950
285,76,92,A형,S3,736
286,77,91,A형,S1,385
287,77,84,C형,S2,169
288,77,87,A형,S2,1100
289,77,89,B형,S2,1967
290,78,87,C형,S2,720
291,78,89,A형,S1,635
292,78,97,C형,S1,1327
293,78,95,C형,S3,1998
294,79,87,B형,S1,1086
295,79,92,A형,S2,1938
296,79,97,B형,S2,1388
297,79,90,A형,S3,1604
298,79,91,C형,S1,530
299,79,87,B형,S1,1125
300,79,100,A형,S3,1428
301,80,94,C형,S2,756
302,80,98,B형,S2,1482
303,80,92,A형,S2,804
304,81,91,B형,S2,1457
305,81,96,B형,S3,935
306,81,93,D형,S2,183
307,81,88,A형,S1,239
308,82,99,B형,S3,1894
309,82,96,D형,S1,1291
310,82,91,B형,S3,1174
311,82,102,C형,S1,1552
312,82,89,A형,S2,581
313,83,95,B형,S2,762
314,83,92,A형,S1,896
315,83,101,D형,S2,1332
316,83,91,B형,S2,1059
317,83,92,A형,S1,580
318,83,92,A형,S3,1059
319,83,92,B형,S2,779
320,84,97,A형,S1,533
321,84,98,B형,S3,424
322,84,98,C형,S1,566
323,84,92,A형,S1,1100
324,84,102,A형,S3,758
325,85,98,B형,S1,874
326,85,102,A형,S3,1572
327,85,101,C형,S1,1404
328,86,99,A형,S3,903
329,86,99,C형,S1,1171
330,86,93,A형,S2,125
331,86,100,C형,S2,847
332,86,93,C형,S1,931
333,86,93,A형,S2,629
334,88,101,C형,S2,442
335,88,103,D형,S1,1494
336,89,103,B형,S3,74
337,89,107,B형,S3,1954
338,89,103,A형,S1,1955
339,89,104,A형,S1,1268
340,89,102,C형,S1,622
341,90,102,C형,S2,623
342,90,103,A형,S2,1098
343,91,107,A형,S1,1354
344,91,103,B형,S2,748
345,91,104,B형,S1,908
346,91,98,B형,S2,154
347,91,107,D형,S2,1777
348,91,107,C형,S1,1806
349,91,101,D형,S2,561
350,91,106,B형,S2,1874
351,92,108,C형,S3,1703
352,92,105,D형,S1,413
353,92,101,A형,S1,348
354,92,108,B형,S3,865
355,92,110,A형,S1,1399
356,93,105,C형,S3,778
357,93,109,A형,S1,1478
358,93,104,C형,S1,376
359,94,112,A형,S3,1856
360,94,104,C형,S1,1340
361,94,103,C형,S1,538
362,94,108,D형,S1,1574
363,94,102,D형,S2,849
364,94,108,B형,S2,1531
365,94,109,C형,S1,1420
366,95,111,A형,S1,1366
367,95,103,A형,S1,285
368,95,112,C형,S3,84
369,95,113,D형,S1,1414
370,96,103,C형,S2,497
371,96,109,B형,S3,180
372,96,104,B형,S1,1053
373,96,114,C형,S3,1871
374,96,111,B형,S1,1420
375,97,105,B형,S2,636
376,97,110,D형,S1,803
377,97,114,B형,S2,1411
378,98,106,D형,S2,926
379,98,108,C형,S2,1139
380,98,120,C형,S3,1689
381,98,110,C형,S1,160
382,99,110,D형,S1,95
383,99,116,D형,S3,1785
384,99,113,B형,S2,573
385,99,112,B형,S2,1653
386,99,108,C형,S2,615
387,99,115,D형,S1,1701
388,99,111,B형,S1,1985
389,100,113,A형,S1,1846
390,100,107,A형,S2,493
391,100,116,B형,S3,1059
392,100,111,C형,S2,141
393,100,116,D형,S3,570
394,101,114,B형,S1,862
395,101,113,B형,S1,120
396,101,117,B형,S1,1316
397,101,111,A형,S1,425
398,101,112,A형,S1,349
399,102,121,B형,S1,1319
400,102,120,B형,S1,1687
401,102,114,D형,S2,1994
402,103,116,A형,S2,433
403,103,122,D형,S3,1564
404,103,120,A형,S3,1423
405,103,120,B형,S1,1635
406,103,121,C형,S3,365
407,104,115,A형,S2,983
408,104,118,D형,S2,1769
409,105,113,D형,S3,1169
410,105,114,D형,S2,442
411,106,113,A형,S1,51
412,106,119,B형,S1,1476
413,106,114,C형,S1,182
414,106,122,D형,S2,1685
415,107,121,A형,S2,1333
416,107,118,A형,S2,547
417,107,114,C형,S1,463
418,107,118,A형,S1,231
419,108,120,A형,S2,709
420,108,116,A형,S2,1192
421,108,116,B형,S1,647
422,108,121,B형,S1,1023
423,109,127,C형,S1,1275
424,110,123,C형,S2,984
425,110,121,A형,S2,537
426,110,126,D형,S1,1573
427,110,129,D형,S3,1450
428,110,119,D형,S1,953
429,110,121,C형,S1,401
430,111,125,B형,S1,1019
431,111,122,A형,S3,752
432,112,126,D형,S2,1000
433,112,124,B형,S2,294
434,112,120,B형,S3,936
435,112,125,C형,S1,149
436,112,123,C형,S1,841
437,112,129,C형,S1,1412
438,113,123,B형,S2,363
439,113,122,B형,S1,299
440,113,122,C형,S1,625
441,114,129,B형,S2,1816
442,114,127,A형,S3,566
443,115,133,D형,S3,1886
444,115,127,C형,S1,533
445,115,122,C형,S1,161
446,116,132,A형,S3,1576
447,116,128,A형,S3,282
448,116,125,D형,S1,272
449,116,131,D형,S3,1091
450,116,129,A형,S2,450
451,117,129,B형,S1,1228
452,117,129,A형,S1,1076
453,117,127,B형,S1,1442
454,117,126,C형,S1,659
455,118,132,B형,S2,595
456,118,126,C형,S2,518
457,118,130,D형,S1,1510
458,118,128,A형,S2,778
459,118,135,C형,S2,1711
460,119,133,B형,S2,1028
461,119,135,A형,S2,1598
462,120,135,A형,S1,1364
463,120,136,B형,S2,1401
464,120,131,D형,S1,1945
465,120,135,C형,S3,933
466,120,137,A형,S1,1712
467,121,137,A형,S3,1658
468,121,128,D형,S2,888
469,121,136,B형,S1,1407
470,121,135,B형,S2,930
471,122,140,B형,S1,1349
472,122,136,C형,S2,860
473,122,136,B형,S2,1011
474,122,130,B형,S2,515
475,122,137,A형,S1,1289
476,122,133,C형,S2,1905
477,123,135,A형,S1,740
478,123,132,A형,S1,183
479,124,137,B형,S2,1430
480,124,136,C형,S3,449
481,124,134,A형,S1,1407
482,124,143,A형,S3,1340
483,124,143,A형,S1,1900
484,124,134,B형,S2,1199
485,125,135,C형,S1,284
486,125,132,A형,S2,593
487,126,139,B형,S1,579
488,126,140,B형,S2,1877
489,126,136,A형,S1,1727
490,126,138,B형,S1,848
491,126,138,A형,S2,1760
492,126,140,A형,S1,1212
493,127,140,D형,S3,663
494,128,135,A형,S2,227
495,128,148,A형,S3,1831
496,128,141,B형,S1,1787
497,128,140,B형,S2,1505
498,128,140,A형,S1,250
499,129,139,D형,S1,1137
500,129,141,A형,S1,818
501,129,146,B형,S1,1381
502,129,147,D형,S2,1776
503,129,141,D형,S1,1094
504,130,146,D형,S1,1892
505,130,143,B형,S2,427
506,130,145,C형,S1,1812
507,130,147,C형,S1,1752
508,131,147,A형,S2,1663
509,131,147,D형,S2,1906
510,132,142,A형,S2,504
511,132,146,C형,S3,426
512,132,140,A형,S3,112
513,132,150,A형,S1,1526
514,133,149,A형,S3,931
515,133,140,D형,S2,619
516,133,142,A형,S2,173
517,134,145,D형,S1,565
518,134,148,A형,S1,1923
519,134,148,A형,S2,188
520,134,143,A형,S1,65
521,134,144,D형,S2,540
522,134,144,A형,S1,684
523,134,146,D형,S2,436
524,134,145,A형,S2,446
525,135,146,D형,S2,1110
526,135,147,C형,S1,76
527,135,152,A형,S2,1963
528,135,144,B형,S1,1023
529,135,147,A형,S2,766
530,135,147,B형,S2,198
531,136,147,A형,S2,430
532,136,148,C형,S2,1804
533,136,148,B형,S1,704
534,136,156,A형,S3,1390
535,136,147,A형,S3,369
536,137,148,D형,S3,771
537,137,151,A형,S3,686
538,137,148,A형,S1,1691
539,138,153,A형,S3,828
540,138,147,B형,S2,1603
541,138,149,B형,S1,1847
542,139,150,B형,S2,686
543,139,150,A형,S3,461
544,139,150,A형,S2,1702
545,139,152,C형,S3,1858
546,139,152,A형,S1,1862
547,140,150,A형,S3,307
548,140,156,B형,S3,1258
549,140,147,A형,S2,277
550,140,153,C형,S3,735
551,140,151,A형,S1,843
552,141,157,A형,S1,1806
553,141,159,B형,S1,1479
554,142,160,A형,S2,1888
555,142,154,C형,S3,1678
556,142,150,B형,S3,727
557,142,154,B형,S1,1736
558,142,156,B형,S2,218
559,142,153,C형,S2,442
560,143,157,A형,S1,1742
561,143,155,C형,S3,156
562,143,158,D형,S2,1346
563,144,156,A형,S1,1788
564,144,158,A형,S1,502
565,144,161,C형,S2,1409
566,144,154,A형,S3,1155
567,144,155,A형,S1,1418
568,144,154,A형,S2,650
569,144,156,B형,S1,275
570,145,169,D형,S3,1842
571,145,157,D형,S1,252
572,145,157,B형,S3,717
573,146,156,B형,S2,52
574,146,160,D형,S2,432
575,146,156,C형,S2,1320
576,146,159,D형,S2,134
577,146,153,C형,S1,476
578,146,160,C형,S1,717
579,147,155,C형,S1,696
580,147,165,A형,S1,1979
581,147,154,A형,S1,413
582,147,154,A형,S2,475
583,147,166,D형,S2,1528
584,148,162,D형,S2,943
585,148,156,B형,S2,1020
586,148,161,A형,S3,1945
587,149,160,A형,S3,450
588,149,157,B형,S1,63
589,149,160,B형,S2,1766
590,149,162,A형,S3,625
591,150,159,A형,S1,674
592,150,164,B형,S2,1651
593,150,161,C형,S2,1267
594,150,158,A형,S2,236
595,150,164,A형,S2,1791
596,151,167,A형,S2,1860
597,151,163,B형,S1,66
598,151,171,B형,S3,1677
599,151,160,B형,S2,393
600,152,161,D형,S1,328
601,152,164,B형,S2,1541
602,153,168,A형,S2,1205
603,154,166,C형,S3,901
604,154,166,C형,S2,1133
605,154,162,D형,S2,441
606,154,169,A형,S1,1402
607,154,166,A형,S1,744
608,155,165,B형,S1,648
609,155,164,D형,S2,1140
610,155,173,B형,S3,799
611,155,162,B형,S2,175
612,155,162,A형,S1,519
613,156,171,D형,S1,1959
614,156,170,A형,S3,619
615,156,168,B형,S1,821
616,156,164,C형,S2,392
617,156,171,C형,S3,151
618,156,175,C형,S3,1813
619,156,167,B형,S2,1208
620,157,175,A형,S3,1780
621,157,172,D형,S1,1670
622,157,174,B형,S3,752
623,157,171,A형,S2,987
624,158,170,A형,S1,1401
625,158,175,C형,S3,1564
626,158,172,C형,S1,1006
627,158,172,B형,S3,123
628,159,168,B형,S1,597
629,159,170,C형,S2,657
630,159,169,D형,S1,731
631,159,167,B형,S2,1198
632,160,171,C형,S1,1932
633,160,177,D형,S3,337
634,160,169,C형,S1,715
635,161,175,B형,S2,570
636,162,176,A형,S3,1178
637,162,174,C형,S1,1638
638,163,181,C형,S2,1892
639,163,174,D형,S1,1039
640,164,175,A형,S2,630
641,164,174,A형,S3,474
642,164,183,B형,S1,1627
643,164,175,C형,S3,139
644,164,177,A형,S1,272
645,164,177,B형,S1,169
646,165,178,A형,S3,1479
647,165,182,D형,S1,1713
648,165,176,B형,S1,1623
649,165,176,A형,S1,585
650,165,181,C형,S3,1683
651,165,181,A형,S3,59
652,166,181,B형,S1,1951
653,167,178,A형,S1,1214
654,167,182,A형,S2,1436
655,167,181,A형,S3,239
656,167,183,A형,S1,1955
657,168,179,B형,S2,813
658,168,179,A형,S3,592
659,168,187,C형,S1,1708
660,169,176,D형,S1,1067
661,169,184,B형,S3,308
662,169,177,A형,S1,467
663,170,180,D형,S1,759
664,170,181,A형,S3,212
665,170,179,A형,S1,1038
666,170,178,B형,S2,905
667,171,184,B형,S1,1315
668,171,183,A형,S2,1453
669,171,182,B형,S1,313
670,172,189,B형,S2,1567
671,172,181,B형,S1,1652
672,172,189,A형,S3,83
673,172,189,B형,S2,1533
674,172,188,B형,S3,1887
675,172,185,A형,S1,815
676,173,184,B형,S2,532
677,173,182,B형,S1,1124
678,174,188,B형,S2,619
679,174,185,C형,S2,459
680,174,185,C형,S1,1673
681,176,193,B형,S2,1221
682,176,194,A형,S3,1793
683,177,192,D형,S1,1447
684,177,191,A형,S1,1486
685,177,192,C형,S3,1583
686,178,192,B형,S1,698
687,178,192,B형,S1,304
688,178,187,C형,S2,952
689,178,191,C형,S1,1946
690,178,194,D형,S3,1677
691,178,188,D형,S2,1460
692,178,191,A형,S2,746
693,179,190,B형,S1,460
694,179,197,C형,S3,1620
695,179,187,A형,S3,907
696,179,193,B형,S1,1574
697,179,188,D형,S2,461
698,179,195,A형,S3,963
699,179,195,A형,S2,1605
700,179,196,A형,S3,1798
701,180,193,A형,S1,135
702,180,191,A형,S2,799
703,180,193,B형,S2,570
704,180,194,C형,S1,1512
705,180,197,B형,S2,1570
706,180,197,B형,S1,1297
707,180,197,A형,S2,1502
708,181,191,A형,S2,695
709,181,195,D형,S2,163
710,181,189,A형,S1,1086
711,182,196,D형,S1,92
712,182,196,A형,S3,1231
713,182,194,B형,S2,1231
714,182,193,C형,S1,1096
715,182,194,A형,S1,1699
716,183,197,A형,S1,265
717,183,193,B형,S1,841
718,183,200,A형,S3,1983
719,184,198,A형,S1,547
720,184,201,A형,S3,1934
721,184,192,A형,S2,55
722,184,194,B형,S2,123
723,184,196,A형,S2,464
724,184,197,A형,S2,1891
725,184,199,B형,S1,1304
726,184,198,C형,S1,1086
727,184,194,A형,S1,289
728,185,195,D형,S1,295
729,186,206,B형,S3,1721
730,186,199,D형,S3,1650
731,186,197,A형,S2,166
732,186,199,A형,S1,894
733,186,194,A형,S2,1115
734,187,198,D형,S2,1440
735,187,197,B형,S1,67
736,187,202,C형,S1,1663
737,187,198,C형,S2,1075
738,187,198,A형,S1,1099
739,187,200,B형,S1,751
740,188,201,A형,S1,146
741,188,206,B형,S1,1865
742,188,197,C형,S2,1653
743,189,205,A형,S1,1665
744,189,208,D형,S3,1403
745,189,202,B형,S3,998
746,190,201,B형,S2,1824
747,190,197,C형,S2,261
748,190,202,A형,S2,576
749,190,198,C형,S1,923
750,190,207,B형,S3,1581
751,190,204,B형,S1,702
752,191,206,A형,S2,1752
753,191,204,A형,S2,665
754,191,201,D형,S1,742
755,191,198,B형,S1,675
756,192,203,B형,S2,849
757,192,208,C형,S3,1638
758,192,206,D형,S1,701
759,192,203,A형,S2,1001
760,192,201,D형,S2,61
761,193,201,A형,S2,1129
762,193,203,B형,S1,501
763,194,204,A형,S2,1009
764,194,202,A형,S2,696
765,194,204,B형,S3,790
766,194,204,B형,S2,261
767,194,206,B형,S2,947
768,194,204,C형,S1,1542
769,194,210,D형,S1,1238
770,195,213,A형,S3,882
771,195,210,A형,S1,1700
772,196,205,B형,S1,1158
773,196,208,B형,S3,1246
774,196,210,A형,S1,604
775,196,205,B형,S2,1386
776,197,205,C형,S1,752
777,197,206,D형,S2,430
778,197,216,D형,S3,1519
779,197,214,C형,S3,1175
780,197,208,A형,S2,966
781,198,213,D형,S2,1441
782,199,217,C형,S2,1213
783,199,212,A형,S1,1530
784,200,213,D형,S1,874
785,200,216,A형,S2,1999
786,201,208,C형,S1,1136
787,201,215,C형,S3,966
788,201,219,D형,S1,1799
789,202,215,C형,S2,1998
790,202,209,D형,S1,571
791,202,215,A형,S2,503
792,203,212,A형,S2,1062
793,203,210,A형,S1,189
794,203,222,B형,S3,1390
795,203,222,B형,S2,1372
796,203,214,A형,S2,219
797,203,214,A형,S2,574
798,203,219,B형,S1,1925
799,204,219,B형,S3,401
800,204,217,C형,S1,1022
801,204,216,B형,S1,1376
802,205,215,D형,S2,528
803,205,220,C형,S3,709
804,205,222,B형,S3,1532
805,205,217,B형,S2,878
806,205,217,A형,S1,1640
807,205,214,A형,S2,165
808,205,218,B형,S2,1279
809,206,216,B형,S3,714
810,206,223,A형,S3,1836
811,206,216,B형,S2,906
812,207,223,A형,S3,223
813,207,220,D형,S2,1681
814,207,216,B형,S3,1078
815,207,215,A형,S2,166
816,207,220,A형,S1,1498
817,207,219,A형,S2,1188
818,207,224,A형,S2,1837
819,208,225,B형,S1,1419
820,208,225,A형,S1,1300
821,208,216,A형,S1,481
822,208,223,C형,S2,1224
823,208,221,B형,S1,381
824,209,223,C형,S1,807
825,209,221,B형,S3,893
826,209,222,B형,S3,1164
827,210,220,A형,S3,458
828,210,220,B형,S3,1131
829,211,224,B형,S2,683
830,211,226,A형,S2,1814
831,211,229,C형,S2,1981
832,211,226,A형,S2,1662
833,211,223,A형,S1,508
834,211,224,A형,S1,1487
835,211,231,C형,S2,1965
836,212,226,C형,S2,1851
837,212,232,B형,S3,1752
838,212,219,B형,S1,179
839,212,219,B형,S1,343
840,212,227,C형,S1,1550
841,213,227,A형,S1,648
842,213,224,C형,S1,954
843,213,223,C형,S2,992
844,213,232,B형,S3,1516
845,213,228,A형,S1,1496
846,213,221,B형,S1,627
847,214,229,A형,S2,1592
848,214,221,B형,S1,961
849,214,225,B형,S1,1188
850,214,230,D형,S3,1657
851,214,226,A형,S1,605
852,214,223,A형,S1,118
853,215,232,B형,S2,1327
854,215,226,D형,S2,617
855,215,228,A형,S3,556
856,216,225,B형,S2,1002
857,216,227,A형,S1,1760
858,216,229,B형,S1,1710
859,216,232,A형,S2,1474
860,217,226,C형,S2,576
861,217,232,B형,S1,1892
862,217,229,C형,S1,1654
863,217,229,A형,S1,122
864,217,229,A형,S1,526
865,218,226,A형,S1,286
866,218,226,A형,S1,641
867,219,231,A형,S2,1370
868,219,228,A형,S1,1129
869,219,235,B형,S3,333
870,219,233,B형,S2,1325
871,219,232,C형,S1,1209
872,219,236,B형,S3,1766
873,220,230,B형,S2,656
874,220,235,C형,S3,1764
875,220,239,D형,S1,1330
876,220,229,B형,S3,537
877,220,227,A형,S2,680
878,220,237,B형,S1,1503
879,220,234,A형,S1,1399
880,221,236,B형,S1,1288
881,221,229,A형,S1,836
882,221,235,B형,S1,802
883,221,232,A형,S1,1139
884,221,238,D형,S2,1563
885,222,232,A형,S1,543
886,222,232,C형,S1,1800
887,222,230,C형,S1,438
888,222,234,A형,S1,984
889,223,237,B형,S1,653
890,223,233,A형,S1,1836
891,223,231,A형,S2,392
892,223,232,A형,S1,298
893,223,237,A형,S3,1382
894,223,232,C형,S3,374
895,223,242,A형,S2,1978
896,223,237,A형,S1,1540
897,224,237,A형,S1,1769
898,224,232,C형,S2,645
899,225,243,B형,S3,1505
900,225,242,B형,S3,1191
901,226,238,B형,S2,876
902,226,238,C형,S3,1019
903,226,236,B형,S1,82
904,226,240,B형,S2,334
905,226,240,A형,S1,292
906,226,244,B형,S1,1520
907,226,236,D형,S2,574
908,226,241,B형,S2,1495
909,226,240,B형,S3,1436
910,226,236,D형,S1,333
911,227,239,A형,S1,683
912,227,237,A형,S1,556
913,227,241,C형,S1,273
914,227,245,D형,S1,1611
915,228,236,A형,S1,775
916,228,242,A형,S3,1828
917,229,243,A형,S1,1696
918,229,243,B형,S1,1746
919,229,246,A형,S1,1493
920,229,236,B형,S1,1028
921,229,242,C형,S1,879
922,230,240,A형,S2,766
923,230,249,D형,S1,1273
924,230,238,A형,S1,918
925,230,244,B형,S2,1724
926,231,245,B형,S1,393
927,231,241,A형,S3,762
928,231,241,B형,S1,1017
929,231,245,A형,S1,598
930,231,243,B형,S3,500
931,232,244,A형,S1,1144
932,232,241,B형,S1,365
933,232,246,A형,S1,1574
934,232,240,A형,S2,792
935,232,247,C형,S1,1512
936,233,240,D형,S1,174
937,233,245,A형,S2,1587
938,233,240,D형,S2,967
939,234,243,B형,S1,1710
940,234,252,A형,S2,1407
941,234,245,A형,S3,1617
942,234,246,D형,S2,1320
943,235,246,A형,S1,263
944,235,250,A형,S2,1951
945,235,245,C형,S2,814
946,235,251,C형,S1,1777
947,235,251,D형,S3,1042
948,235,255,B형,S1,1285
949,236,243,A형,S2,404
950,236,249,A형,S1,1800
951,237,255,A형,S2,1592
952,237,250,B형,S2,916
953,238,255,D형,S3,867
954,238,253,A형,S1,1607
955,238,252,B형,S1,372
956,238,252,B형,S2,604
957,238,249,A형,S3,324
958,239,248,B형,S2,1077
959,239,252,D형,S3,776
960,240,256,A형,S2,1960
961,240,255,C형,S3,1792
