time_idx,machine_id,shift,diameter_mm,is_anomaly
312,M03,오후,10.5232,0
313,M03,오후,10.1317,0
314,M03,오후,10.2484,0
315,M01,오후,9.911,0
316,M02,오후,10.02,0
317,M03,오후,9.7908,0
318,M03,오후,10.2969,0
319,M03,오후,9.6465,0
320,M01,야간,10.2347,0
321,M01,야간,9.9428,0
322,M03,야간,10.3514,0
323,M03,야간,10.2253,0
324,M01,야간,10.5462,0
325,M02,야간,10.2192,0
326,M03,야간,9.5284,0
327,M01,야간,9.9799,0
328,M03,야간,9.6484,0
329,M01,야간,9.8445,0
330,M01,야간,10.4534,0
331,M03,야간,10.1913,0
332,M02,야간,9.7903,0
333,M02,야간,9.6959,0
334,M03,야간,10.0098,0
335,M01,야간,9.635,0
336,M02,야간,9.7987,0
337,M02,야간,10.0936,0
338,M03,야간,10.3466,0
339,M01,야간,10.1826,0
340,M02,야간,9.3126,0
341,M02,야간,10.0913,0
342,M02,야간,10.0216,0
343,M03,야간,10.1242,0
344,M02,야간,10.4849,0
345,M03,야간,9.381,0
346,M03,야간,9.8227,0
347,M03,야간,10.1773,0
348,M03,야간,9.5255,0
349,M02,야간,10.4428,0
350,M01,야간,10.1105,0
351,M03,야간,10.254,0
352,M02,야간,9.8287,0
353,M01,야간,10.2441,0
354,M01,야간,10.3205,0
355,M01,야간,10.0699,0
356,M03,야간,10.0703,0
357,M01,야간,10.0811,0
358,M03,야간,9.741,0
359,M02,야간,9.9557,0
360,M01,야간,9.9542,0
361,M02,야간,10.115,0
362,M03,야간,10.2999,0
363,M03,야간,9.6824,0
364,M02,야간,9.9625,0
365,M02,야간,10.4444,0
366,M01,야간,9.7769,0
367,M01,야간,9.7533,0
368,M02,야간,10.0607,0
369,M02,야간,10.2533,0
370,M01,야간,10.0034,0
371,M03,야간,10.3987,0
372,M02,야간,10.257,0
373,M01,야간,10.2525,0
374,M03,야간,10.1662,0
375,M01,야간,10.6983,0
376,M03,야간,9.9385,0
377,M01,야간,9.3989,0
378,M02,야간,10.4813,0
379,M02,야간,9.8627,0
380,M03,야간,10.0324,0
381,M01,야간,10.3929,0
382,M03,야간,9.5193,0
383,M02,야간,9.6245,0
384,M01,야간,9.5196,0
385,M02,야간,9.7618,0
386,M03,야간,10.1319,0
387,M02,야간,10.1573,0
388,M01,야간,10.0829,0
389,M02,야간,9.5762,0
390,M02,야간,9.307,0
391,M01,야간,10.0163,0
392,M01,야간,9.8585,0
393,M03,야간,10.1378,0
394,M01,야간,10.2106,0
395,M02,야간,10.0415,0
396,M03,야간,10.228,0
397,M01,야간,10.0688,0
398,M02,야간,10.159,0
399,M01,야간,9.7886,0
400,M03,야간,9.9461,0
401,M02,야간,10.059,0
402,M03,야간,10.2462,0
403,M03,야간,9.8819,0
404,M02,야간,10.1564,0
405,M01,야간,9.9202,0
406,M02,야간,9.9647,0
407,M01,야간,10.2489,0
408,M02,야간,9.4021,0
409,M01,야간,9.6111,0
410,M03,야간,9.5553,0
411,M02,야간,9.2999,0
412,M01,야간,9.7965,0
413,M03,야간,10.2248,0
414,M03,야간,9.9145,0
415,M02,야간,10.0593,0
416,M01,야간,10.3268,0
417,M02,야간,10.3983,0
418,M02,야간,9.9793,0
419,M03,야간,10.4061,0
420,M01,야간,10.0276,0
421,M03,야간,9.7488,0
422,M01,야간,9.8217,0
423,M01,야간,9.5558,0
424,M02,야간,9.7336,0
425,M01,야간,9.8926,0
426,M02,야간,10.2411,0
427,M02,야간,10.5162,0
428,M01,야간,9.5853,0
429,M03,야간,10.1178,0
430,M01,야간,9.6878,0
431,M03,야간,10.1424,0
432,M03,야간,9.9607,0
433,M02,야간,9.4507,0
434,M01,야간,10.2785,0
435,M03,야간,9.8185,0
436,M01,야간,9.8398,0
437,M01,야간,9.6791,0
438,M03,야간,9.8037,0
439,M02,야간,10.1284,0
440,M03,야간,9.9432,0
441,M01,야간,10.0986,0
442,M02,야간,10.1086,0
443,M03,야간,10.3962,0
444,M03,야간,9.8972,0
445,M02,야간,9.5569,0
446,M03,야간,10.3202,0
447,M01,야간,9.9006,0
448,M02,야간,10.3344,0
449,M01,야간,10.115,0
450,M03,야간,9.9607,0
451,M03,야간,10.1046,0
452,M03,야간,10.5853,0
453,M03,야간,10.6231,0
454,M01,야간,10.0208,0
455,M02,야간,10.0481,0
456,M03,야간,10.3229,0
457,M01,야간,9.7463,0
458,M02,야간,10.0999,0
459,M03,야간,9.9922,0
460,M02,야간,10.0942,0
461,M03,야간,9.75,0
462,M02,야간,9.5231,0
463,M02,야간,9.3781,0
464,M02,야간,9.6648,0
465,M02,야간,9.8624,0
466,M03,야간,9.912,0
467,M03,야간,10.5812,0
468,M01,야간,10.3318,0
469,M03,야간,9.7114,0
470,M02,야간,10.1043,0
471,M02,야간,9.8779,0
472,M01,야간,9.9147,0
473,M02,야간,10.0556,0
474,M02,야간,10.1858,0
475,M02,야간,9.8982,0
476,M01,야간,10.3192,0
477,M03,야간,9.6574,0
478,M02,야간,10.0019,0
479,M02,야간,10.7793,0
480,M01,주간,10.0669,0
481,M01,주간,10.43,0
482,M03,주간,10.0275,0
483,M01,주간,10.1742,0
484,M03,주간,9.983,0
485,M03,주간,9.9489,0
486,M02,주간,9.7662,0
487,M03,주간,10.1291,0
488,M02,주간,9.7445,0
489,M03,주간,10.1997,0
490,M01,주간,10.3256,0
491,M02,주간,10.11,0
492,M02,주간,9.9141,0
493,M03,주간,10.1362,0
494,M01,주간,9.9074,0
495,M03,주간,10.2807,0
496,M01,주간,9.4506,0
497,M01,주간,9.8993,0
498,M02,주간,9.4028,0
499,M01,주간,9.5515,0
500,M02,주간,10.4092,0
501,M03,주간,10.2686,0
502,M03,주간,9.7842,0
503,M01,주간,9.5492,0
504,M02,주간,9.1106,0
505,M02,주간,9.837,0
506,M01,주간,10.7261,0
507,M02,주간,10.1305,0
508,M02,주간,9.8321,0
509,M03,주간,10.1395,0
510,M01,주간,9.5317,0
511,M01,주간,9.9108,0
512,M03,주간,10.0298,0
513,M03,주간,9.9742,0
514,M01,주간,10.2372,0
515,M01,주간,10.1034,0
516,M02,주간,10.2005,0
517,M03,주간,9.7935,0
518,M01,주간,10.2693,0
519,M01,주간,10.4887,0
520,M03,주간,9.709,0
521,M03,주간,9.7337,0
522,M03,주간,10.4007,0
523,M03,주간,9.9426,0
524,M03,주간,10.4211,0
525,M01,주간,9.8672,0
526,M01,주간,10.4365,0
527,M01,주간,10.0394,0
528,M01,주간,10.0775,0
529,M03,주간,10.4694,0
530,M02,주간,9.8915,0
531,M01,주간,9.7177,0
532,M01,주간,9.8654,0
533,M01,주간,10.1357,0
534,M02,주간,9.5303,0
535,M02,주간,10.1912,0
536,M01,주간,9.8384,0
537,M03,주간,10.3443,0
538,M01,주간,9.2817,0
539,M02,주간,9.764,0
540,M02,주간,9.4941,0
541,M02,주간,9.7521,0
542,M03,주간,10.0743,0
543,M03,주간,9.9462,0
544,M01,주간,9.924,0
545,M02,주간,9.9522,0
546,M01,주간,10.061,0
547,M02,주간,9.6974,0
548,M02,주간,10.2121,0
549,M02,주간,10.1988,0
550,M01,주간,10.1155,0
551,M01,주간,10.167,0
552,M01,주간,10.0889,0
553,M01,주간,10.6105,0
554,M02,주간,9.9739,0
555,M03,주간,9.9079,0
556,M01,주간,9.7739,0
557,M01,주간,9.6903,0
558,M02,주간,9.6267,0
559,M03,주간,9.7334,0
560,M01,주간,9.9788,0
561,M01,주간,10.1003,0
562,M02,주간,10.0153,0
563,M02,주간,9.7703,0
564,M03,주간,10.2701,0
565,M01,주간,10.2218,0
566,M01,주간,9.9521,0
567,M02,주간,9.8041,0
568,M02,주간,10.1645,0
569,M03,주간,10.0564,0
570,M02,주간,9.5656,0
571,M02,주간,9.9796,0
572,M01,주간,10.0786,0
573,M01,주간,9.7301,0
574,M03,주간,10.057,0
575,M01,주간,9.5636,0
576,M02,주간,10.4009,0
577,M03,주간,10.3744,0
578,M03,주간,9.9242,0
579,M01,주간,10.109,0
580,M01,주간,9.277,0
581,M03,주간,9.6531,0
582,M03,주간,9.9119,0
583,M01,주간,9.6784,0
584,M02,주간,10.2143,0
585,M01,주간,10.5992,0
586,M03,주간,9.647,0
587,M03,주간,9.7488,0
588,M01,주간,10.0706,0
589,M02,주간,10.4833,0
590,M02,주간,9.6333,0
591,M01,주간,10.0747,0
592,M01,주간,10.5464,0
593,M03,주간,9.5045,0
594,M02,주간,9.6157,0
595,M01,주간,9.8729,0
596,M01,주간,9.8438,0
597,M02,주간,10.2438,0
598,M03,주간,10.0725,0
599,M02,주간,9.4675,0
600,M03,주간,10.1546,0
601,M02,주간,9.8267,0
602,M03,주간,10.3823,0
603,M03,주간,9.8117,0
604,M01,주간,9.809,0
605,M01,주간,10.1623,0
606,M03,주간,10.2289,0
607,M03,주간,10.1344,0
608,M01,주간,9.4943,0
609,M02,주간,10.1614,0
610,M03,주간,9.6897,0
611,M03,주간,10.0706,0
612,M01,주간,9.5729,0
613,M03,주간,10.1339,0
614,M02,주간,9.758,0
615,M03,주간,9.6152,0
616,M01,주간,10.2141,0
617,M02,주간,10.0725,0
618,M01,주간,9.8158,0
619,M02,주간,10.4354,0
620,M01,주간,9.8678,0
621,M02,주간,10.0096,0
622,M03,주간,10.0807,0
623,M02,주간,9.8141,0
624,M01,주간,10.1413,0
625,M02,주간,9.84,0
626,M02,주간,9.8765,0
627,M03,주간,10.4088,0
628,M01,주간,9.6878,0
629,M01,주간,9.2762,0
630,M02,주간,10.4833,0
631,M03,주간,10.7648,0
632,M02,주간,9.8784,0
633,M01,주간,9.4189,0
634,M01,주간,9.9069,0
635,M03,주간,9.9141,0
636,M03,주간,9.943,0
637,M01,주간,9.666,0
638,M01,주간,10.1739,0
639,M01,주간,10.1574,0
640,M02,오후,9.5517,0
641,M03,오후,10.2098,0
642,M01,오후,10.6158,0
643,M03,오후,10.0516,0
644,M01,오후,9.8988,0
645,M03,오후,9.9574,0
646,M01,오후,10.1846,0
647,M03,오후,9.4808,0
648,M02,오후,10.0493,0
649,M01,오후,9.8829,0
650,M01,오후,10.5543,0
651,M03,오후,9.9477,0
652,M02,오후,10.5004,0
653,M02,오후,9.6689,0
654,M03,오후,10.1762,0
655,M02,오후,10.0958,0
656,M02,오후,9.7393,0
657,M02,오후,10.0532,0
658,M01,오후,10.3638,0
659,M01,오후,9.9029,0
660,M01,오후,9.4924,0
661,M02,오후,9.9947,0
662,M02,오후,9.7293,0
663,M03,오후,9.8973,0
664,M03,오후,9.9755,0
665,M01,오후,9.4883,0
666,M03,오후,9.5153,0
667,M03,오후,10.1446,0
668,M02,오후,9.8432,0
669,M02,오후,9.2306,0
670,M01,오후,10.2355,0
671,M01,오후,10.0817,0
672,M01,오후,9.7858,0
673,M02,오후,9.605,0
674,M02,오후,10.2507,0
675,M01,오후,10.1048,0
676,M01,오후,10.7148,0
677,M01,오후,10.1261,0
678,M02,오후,10.1163,0
679,M03,오후,9.9499,0
680,M02,오후,10.245,0
681,M01,오후,10.1875,0
682,M01,오후,10.3755,0
683,M01,오후,9.8436,0
684,M03,오후,9.8694,0
685,M03,오후,9.8563,0
686,M01,오후,10.2372,0
687,M01,오후,10.4495,0
688,M01,오후,9.8623,0
689,M03,오후,9.8726,0
690,M01,오후,10.0942,0
691,M03,오후,9.9263,0
692,M02,오후,10.2856,0
693,M01,오후,9.3245,0
694,M03,오후,9.752,0
695,M02,오후,9.7653,0
696,M03,오후,9.3039,0
697,M01,오후,9.7109,0
698,M02,오후,9.7255,0
699,M02,오후,9.9397,0
700,M02,오후,10.3339,0
701,M01,오후,9.9265,0
702,M02,오후,9.6908,0
703,M03,오후,9.9829,0
704,M03,오후,10.3148,0
705,M01,오후,9.7072,0
706,M03,오후,9.7268,0
707,M03,오후,10.1676,0
708,M01,오후,9.9335,0
709,M01,오후,10.1942,0
710,M03,오후,9.9959,0
711,M01,오후,10.2105,0
712,M01,오후,9.6895,0
713,M02,오후,9.9964,0
714,M02,오후,9.9368,0
715,M02,오후,9.6352,0
716,M02,오후,9.531,0
717,M03,오후,10.2057,0
718,M03,오후,9.8947,0
719,M01,오후,9.6933,0
720,M01,오후,9.9711,0
721,M01,오후,10.3384,0
722,M02,오후,9.3158,0
723,M02,오후,9.551,0
724,M03,오후,9.7231,0
725,M02,오후,10.4384,0
726,M01,오후,10.0848,0
727,M03,오후,10.2302,0
728,M01,오후,9.658,0
729,M03,오후,9.6641,0
730,M03,오후,10.1343,0
731,M03,오후,10.0175,0
732,M03,오후,10.1646,0
733,M01,오후,9.9437,0
734,M02,오후,10.0834,0
735,M02,오후,10.0474,0
736,M02,오후,10.2333,0
737,M03,오후,10.2421,0
738,M02,오후,9.514,0
739,M01,오후,9.3258,0
740,M03,오후,10.3005,0
741,M02,오후,10.3563,0
742,M03,오후,9.6938,0
743,M01,오후,9.442,0
744,M03,오후,10.0297,0
745,M01,오후,10.2793,0
746,M02,오후,10.5393,0
747,M03,오후,10.1549,0
748,M02,오후,9.8885,0
749,M01,오후,9.7321,0
750,M03,오후,10.0034,0
751,M03,오후,9.9102,0
752,M01,오후,9.6955,0
753,M01,오후,10.6146,0
754,M01,오후,10.5356,0
755,M01,오후,10.3408,0
756,M02,오후,9.7237,0
757,M01,오후,10.2565,0
758,M03,오후,10.1919,0
759,M01,오후,10.1328,0
760,M02,오후,10.3749,0
761,M02,오후,10.1906,0
762,M02,오후,10.222,0
763,M01,오후,10.1911,0
764,M02,오후,10.1022,0
765,M02,오후,9.4649,0
766,M02,오후,10.0251,0
767,M03,오후,9.8331,0
768,M02,오후,9.616,0
769,M02,오후,10.5045,0
770,M01,오후,10.5187,0
771,M01,오후,10.4078,0
772,M02,오후,10.0766,0
773,M02,오후,10.4052,0
774,M03,오후,10.0036,0
775,M03,오후,10.0608,0
776,M01,오후,9.672,0
777,M02,오후,10.1191,0
778,M02,오후,10.0181,0
779,M01,오후,9.6092,0
780,M02,오후,9.9846,0
781,M02,오후,9.9761,0
782,M01,오후,10.5393,0
783,M02,오후,10.2683,0
784,M03,오후,10.0034,0
785,M01,오후,10.0746,0
786,M02,오후,10.0133,0
787,M01,오후,9.9391,0
788,M01,오후,9.6753,0
789,M03,오후,9.9547,0
790,M02,오후,9.7762,0
791,M01,오후,9.6249,0
792,M02,오후,10.1534,0
793,M01,오후,10.1174,0
794,M02,오후,9.464,0
795,M01,오후,9.9632,0
796,M02,오후,10.2987,0
797,M02,오후,10.3178,0
798,M02,오후,10.3078,0
799,M02,오후,10.0117,0
800,M01,야간,9.7465,0
801,M01,야간,9.6749,0
802,M01,야간,10.1034,0
803,M02,야간,10.1138,0
804,M02,야간,10.3862,0
805,M03,야간,10.33,0
806,M01,야간,9.9603,0
807,M01,야간,9.6267,0
808,M03,야간,9.9043,0
809,M03,야간,10.0652,0
810,M03,야간,9.9394,0
811,M01,야간,9.8266,0
812,M01,야간,10.0759,0
813,M01,야간,9.8488,0
814,M01,야간,9.8116,0
815,M03,야간,10.0934,0
816,M03,야간,9.8794,0
817,M03,야간,10.0732,0
818,M03,야간,10.082,0
819,M02,야간,9.6582,0
820,M02,야간,9.8556,0
821,M03,야간,10.4313,0
822,M03,야간,9.6514,0
823,M02,야간,9.365,0
824,M03,야간,9.4414,0
825,M02,야간,10.0087,0
826,M02,야간,10.0093,0
827,M03,야간,9.9647,0
828,M02,야간,10.3643,0
829,M03,야간,9.1981,0
830,M02,야간,10.1188,0
831,M01,야간,10.4684,0
832,M01,야간,9.6617,0
833,M02,야간,9.8861,0
834,M02,야간,9.7741,0
835,M02,야간,9.7317,0
836,M03,야간,9.9021,0
837,M01,야간,10.4282,0
838,M01,야간,10.5512,0
839,M03,야간,9.8992,0
840,M02,야간,10.5715,0
841,M02,야간,10.0107,0
842,M01,야간,10.5261,0
843,M02,야간,9.972,0
844,M02,야간,10.0393,0
845,M02,야간,10.1096,0
846,M01,야간,10.9537,0
847,M02,야간,10.2554,0
848,M02,야간,9.7878,0
849,M01,야간,10.2907,0
850,M01,야간,9.8915,0
851,M03,야간,9.8531,0
852,M03,야간,10.2726,0
853,M02,야간,10.0093,0
854,M03,야간,10.0836,0
855,M03,야간,10.0042,0
856,M01,야간,10.101,0
857,M02,야간,10.1275,0
858,M03,야간,9.4189,0
859,M01,야간,10.2,0
860,M03,야간,9.7054,0
861,M01,야간,9.5673,0
862,M01,야간,9.9825,0
863,M02,야간,10.0252,0
864,M02,야간,9.7919,0
865,M01,야간,10.2493,0
866,M01,야간,9.5973,0
867,M02,야간,9.8779,0
868,M01,야간,9.8245,0
869,M03,야간,9.986,0
870,M03,야간,10.0837,0
871,M01,야간,9.6976,0
872,M02,야간,10.2173,0
873,M01,야간,10.0189,0
874,M02,야간,9.4324,0
875,M03,야간,9.4124,0
876,M01,야간,9.9963,0
877,M01,야간,9.9337,0
878,M01,야간,9.969,0
879,M03,야간,9.9916,0
880,M01,야간,10.0677,0
881,M02,야간,10.2843,0
882,M02,야간,9.6667,0
883,M01,야간,9.6484,0
884,M01,야간,9.672,0
885,M01,야간,10.0867,0
886,M03,야간,10.3735,0
887,M03,야간,9.8706,0
888,M03,야간,9.2495,0
889,M01,야간,9.4888,0
890,M02,야간,9.7501,0
891,M02,야간,9.8327,0
892,M03,야간,9.8775,0
893,M01,야간,10.0116,0
894,M03,야간,9.9065,0
895,M01,야간,10.3148,0
896,M02,야간,9.7972,0
897,M03,야간,9.7413,0
898,M01,야간,10.1437,0
899,M01,야간,9.5393,0
900,M03,야간,10.1169,0
901,M01,야간,10.0308,0
902,M03,야간,9.9558,0
903,M02,야간,10.4765,0
904,M02,야간,9.8133,0
905,M03,야간,10.6181,0
906,M03,야간,9.9324,0
907,M01,야간,9.6169,0
908,M01,야간,10.021,0
909,M01,야간,9.6771,0
910,M01,야간,9.7745,0
911,M03,야간,10.1191,0
912,M02,야간,10.1667,0
913,M03,야간,9.8133,0
914,M01,야간,10.2962,0
915,M03,야간,10.3473,0
916,M03,야간,10.4309,0
917,M03,야간,10.1588,0
918,M02,야간,10.409,0
919,M03,야간,9.4358,0
920,M02,야간,9.9046,0
921,M02,야간,9.7399,0
922,M02,야간,10.0358,0
923,M01,야간,9.8286,0
924,M03,야간,9.9502,0
925,M03,야간,10.5647,0
926,M03,야간,9.9491,0
927,M03,야간,10.1241,0
928,M02,야간,9.9303,0
929,M03,야간,10.0227,0
930,M01,야간,10.0018,0
931,M02,야간,10.1345,0
932,M01,야간,10.3496,0
933,M01,야간,10.4942,0
934,M02,야간,10.0929,0
935,M02,야간,10.1769,0
